symbol,roa,ocf,roa_change,accruals,change_leverage,change_curr_ratio,change_shares,change_gross_margin,change_asset_turnover
MDIA,0,1,1,1,0,0,1,0,0
MDJH,1,1,1,1,0,1,0,0,1
MDLZ,1,1,1,1,0,1,1,1,0
MDP,0,1,0,1,1,0,0,1,1
MDRR,0,0,1,0,0,0,0,1,0
MDRX,0,0,0,0,0,0,1,0,1
MDT,1,1,1,1,1,1,1,1,1
MDU,1,1,1,1,0,1,0,1,1
MDWD,1,1,1,1,0,0,0,1,1
MDXG,1,1,0,1,0,0,0,0,0
ME,0,0,0,0,0,0,0,0,0
MEC,0,0,1,0,1,1,1,0,0
MED,1,1,1,1,0,0,1,0,1
MEDP,1,1,1,1,1,1,0,0,1
MEDS,0,1,0,1,0,1,0,0,0
MEG,0,1,0,1,1,0,1,0,1
MEI,1,1,1,1,0,0,0,1,0
MEIP,0,0,1,0,0,0,0,1,1
MELI,0,0,0,0,0,1,0,0,0
MEOH,1,1,0,1,0,1,1,0,0
MERC,0,1,0,1,0,0,0,0,0
MESA,1,1,1,1,1,0,0,1,1
MESO,0,0,0,0,0,0,0,0,0
MET,1,1,1,1,0,0,1,0,0
METC,1,1,0,1,0,1,0,1,0
METX,1,0,1,0,0,0,1,1,0
MF,0,0,0,0,1,0,0,1,1
MFA,1,1,1,1,0,0,0,0,1
MFC,1,1,1,1,1,0,1,0,1
MFG,0,1,0,1,1,0,0,0,0
MFGP,1,1,0,1,0,0,1,0,0
MFH,0,0,0,0,1,0,1,0,0
MFIN,0,0,1,0,0,0,0,0,0
MG,1,1,0,1,1,0,0,1,0
MGA,1,1,0,1,0,1,1,0,0
MGEE,1,1,0,1,0,0,1,1,0
MGI,0,1,0,1,1,0,0,0,0
MGIC,1,1,1,1,1,1,0,0,1
MGLN,1,1,1,1,1,1,0,1,0
MGM,1,1,1,1,0,1,1,0,1
MGNX,0,0,1,0,0,1,0,0,1
MGP,1,1,1,1,1,0,0,1,0
MGPI,1,1,0,1,0,1,0,0,0
MGRC,1,1,1,1,1,0,0,0,1
MGTA,0,0,1,0,0,0,0,1,0
MGTX,0,0,1,0,0,1,0,1,0
MGY,1,1,1,1,0,1,0,1,0
MGYR,1,1,1,1,0,0,1,0,0
MHH,1,1,1,1,1,0,0,1,1
MHK,1,1,0,1,1,1,1,0,0
MHLD,0,0,1,0,0,0,0,1,0
MHO,1,1,1,1,1,0,0,1,1
MIC,1,1,1,1,1,1,0,1,1
MICT,0,0,0,0,1,1,0,0,0
MIDD,1,1,0,1,1,1,0,1,0
MIGI,0,0,0,0,1,0,1,0,1
MIME,0,0,1,0,0,0,0,0,0
MIND,0,0,1,0,0,0,0,1,1
MIST,0,0,1,0,0,0,0,1,0
MITK,0,0,1,0,0,1,0,0,1
MITO,0,0,1,0,1,1,0,1,1
MITT,1,1,1,1,0,0,0,1,1
MIXT,1,1,0,1,0,1,1,1,1
MKC,1,1,0,1,1,0,0,0,0
MKL,1,1,1,1,0,0,1,1,1
MKSI,1,1,0,1,0,0,0,0,0
MKTW,1,1,1,1,0,0,0,1,1
MKTX,1,1,0,1,0,0,1,0,0
MKTY,1,1,1,1,0,0,0,1,0
MLAB,1,1,1,1,1,0,0,1,1
MLCO,1,1,1,1,0,1,1,1,1
MLHR,1,1,1,1,0,0,1,0,0
MLI,1,1,0,1,1,0,0,1,0
MLM,1,1,1,1,0,0,1,1,1
MLP,0,0,0,0,1,1,0,1,0
MLR,1,1,1,1,1,1,0,1,0
MLSS,0,0,0,0,0,1,0,1,1
MLVF,1,1,1,1,0,0,1,0,0
MMC,1,1,0,1,0,0,1,0,0
MMI,1,1,0,1,0,1,0,0,0
MMLP,0,1,0,1,1,0,1,1,1
MMM,1,1,0,1,0,0,1,0,0
MMP,1,1,0,1,0,0,1,1,0
MMS,1,1,0,1,0,0,1,0,1
MMSI,1,1,0,1,0,1,0,0,0
MMX,0,0,1,0,0,1,1,1,0
MMYT,0,0,1,0,0,0,0,0,0
MN,1,1,0,1,0,0,0,0,0
MNDO,1,1,0,1,0,0,0,0,1
MNKD,0,0,1,0,0,0,0,1,1
MNMD,1,1,1,1,1,1,0,1,0
MNOV,0,0,1,0,0,1,0,1,0
MNPR,0,0,0,0,0,0,0,1,0
MNR,1,1,0,1,1,0,0,0,0
MNRL,1,1,1,1,1,0,0,1,0
MNRO,1,1,1,1,0,1,0,1,1
MNSB,1,1,1,1,0,0,0,0,0
MNST,1,1,1,1,0,1,1,0,1
MNTX,0,0,1,0,1,1,0,0,1
MO,0,1,0,1,0,1,1,1,0
MOD,1,1,1,1,1,1,0,0,1
MODN,0,0,1,0,1,1,0,0,0
MOFG,1,1,1,1,0,0,0,0,1
MOGO,0,0,1,0,0,0,0,0,0
MOGU,0,0,0,0,0,0,1,0,0
MOH,1,1,1,1,0,1,1,1,1
MOMO,1,1,0,1,0,1,0,1,0
MON,1,1,1,1,1,1,0,1,1
MOR,0,0,0,0,0,0,1,0,0
MORN,1,1,0,1,0,0,0,0,0
MOS,0,0,0,0,0,0,1,0,0
MOSY,0,0,1,0,0,0,0,0,1
MOTS,0,0,1,0,0,0,0,1,1
MOV,1,1,0,1,0,1,0,0,0
MOVE,1,1,0,1,0,1,1,1,0
MOXC,1,0,1,0,1,1,0,1,1
MPAA,0,1,0,1,0,1,1,0,0
MPB,1,1,1,1,1,0,0,0,1
MPC,1,1,0,1,0,0,1,1,0
MPLX,1,1,0,1,0,0,0,1,0
MPW,1,1,0,1,0,0,0,0,0
MPWR,1,1,0,1,0,0,0,0,0
MPX,1,1,0,1,0,1,1,1,0
MRAM,0,0,0,0,1,1,0,0,1
MRBK,1,1,1,1,0,0,1,0,0
MRC,1,1,0,1,0,0,1,1,0
MRCC,1,1,1,1,0,0,1,0,0
MRCY,1,1,0,1,1,1,0,0,1
MREO,0,0,1,0,0,0,1,1,0
MRIN,0,0,1,0,0,0,0,0,1
MRK,1,1,1,1,0,1,1,1,1
MRKR,0,0,1,0,0,1,0,0,0
MRLN,1,1,0,1,1,0,1,0,1
MRM,1,1,1,1,1,1,0,0,1
MRNA,0,0,1,0,0,1,0,0,0
MRNS,0,0,0,0,0,1,0,1,0
MRO,1,1,0,1,0,0,1,0,0
MRSN,0,0,1,0,0,1,1,0,1
MRTN,1,1,1,1,0,0,0,1,0
MRTX,0,0,0,0,0,1,0,0,0
MRUS,0,0,0,0,0,0,0,0,0
MRVL,1,0,1,0,1,0,0,0,0
MS,1,1,0,1,0,0,1,0,0
MSA,1,1,1,1,0,1,0,1,0
MSB,1,1,0,1,0,0,1,0,0
MSBI,1,1,1,1,1,0,0,0,0
MSC,1,1,1,1,1,1,1,0,1
MSCI,1,1,1,1,0,1,0,1,1
MSEX,1,1,1,1,0,0,0,0,0
MSFT,1,1,1,1,1,0,1,1,1
MSGE,0,0,1,1,0,0,1,0,0
MSGS,1,0,0,0,1,1,0,0,1
MSI,1,1,0,1,0,0,0,1,0
MSM,1,1,0,1,1,1,1,0,0
MSN,0,0,1,0,0,1,1,0,0
MSON,0,0,1,0,0,0,0,0,1
MSTR,1,0,1,0,0,0,1,0,0
MSVB,1,1,0,1,0,0,1,0,0
MT,0,0,0,0,0,0,1,0,0
MTA,0,0,1,1,0,0,1,1,0
MTB,1,1,0,1,1,0,1,0,0
MTBC,0,0,1,0,0,0,0,0,0
MTC,0,0,1,0,0,0,0,1,0
MTCH,1,1,1,1,0,1,0,0,1
MTD,1,1,1,1,0,1,1,1,0
MTDR,1,1,0,1,0,0,0,0,0
MTEM,0,0,0,0,0,1,0,0,1
MTEX,1,1,1,1,1,1,1,0,0
MTG,1,1,0,1,0,0,1,0,1
MTH,1,1,1,1,1,0,1,1,1
MTL,1,1,0,1,1,0,1,0,0
MTLS,1,1,0,1,0,0,0,1,0
MTN,1,1,0,1,0,0,1,1,1
MTNB,0,0,1,0,0,1,0,1,0
MTOR,1,1,1,1,0,1,1,0,0
MTP,0,0,0,0,1,1,0,1,0
MTRN,1,1,1,1,0,1,0,1,0
MTRX,1,1,1,1,0,1,0,1,1
MTSI,0,0,0,0,1,1,0,1,1
MTW,1,1,1,1,0,1,1,1,0
MTX,1,1,0,1,1,1,1,0,0
MTZ,1,1,1,1,0,1,0,1,0
MU,1,1,0,1,0,0,1,0,0
MUDS,1,0,1,0,0,1,1,1,0
MUFG,1,1,0,1,0,0,1,0,0
MUR,1,1,1,1,0,0,1,0,0
MUSA,1,1,0,1,0,1,1,1,0
MUX,0,0,0,0,0,1,0,0,0
MVBF,1,1,1,1,1,0,0,0,1
MVIS,0,0,0,0,0,0,0,0,1
MWA,1,1,0,1,0,0,0,1,1
MX,0,1,0,1,0,1,0,0,1
MXC,0,1,1,1,1,1,0,1,1
MXL,0,0,1,0,1,1,0,0,0
MYE,1,1,1,1,0,1,0,1,0
MYFW,1,1,1,1,1,0,1,0,0
MYGN,1,1,0,1,0,0,0,0,0
MYO,0,0,0,0,0,0,0,1,1
MYOV,0,0,0,0,0,0,0,1,0
MYRG,1,1,0,1,0,0,0,0,0
MYSZ,0,0,0,0,0,0,0,1,1
NAII,1,1,1,1,0,1,1,0,0
NAK,0,0,0,0,0,0,0,1,0
NAKD,0,0,0,0,0,0,1,1,1
NAOV,0,0,0,0,0,0,1,0,0
NAT,0,1,1,1,1,0,0,1,1
NATH,1,1,1,1,0,1,0,1,0
NATI,1,1,1,1,0,0,1,0,0
NATR,1,1,1,1,0,1,0,1,0
NAUT,1,1,1,1,1,1,1,1,0
NAVB,0,0,0,0,0,0,0,1,1
NAVI,1,1,1,1,1,0,1,0,1
NBEV,0,0,0,0,0,0,0,1,1
NBHC,1,1,1,1,1,0,0,0,0
NBIX,1,1,1,1,0,0,0,1,1
NBN,1,1,1,1,1,0,0,0,0
NBR,0,0,0,0,1,0,0,1,1
NBRV,0,0,1,0,0,0,0,0,1
NBSE,0,0,0,0,0,0,0,1,0
NBTB,1,1,1,1,1,0,0,0,1
NBY,0,1,1,1,0,0,0,1,0
NC,1,1,1,1,0,0,1,0,0
NCBS,1,1,1,1,1,0,0,0,1
NCLH,1,1,0,1,0,1,1,0,1
NCMI,1,1,1,1,0,1,0,0,1
NCNA,0,0,0,0,0,0,0,1,0
NCR,1,1,1,1,0,0,0,1,0
NCSM,0,0,1,0,1,1,0,0,1
NCTY,0,0,0,0,0,1,1,0,0
NDAC,0,0,1,0,0,0,0,1,1
NDAQ,1,1,1,1,1,1,1,1,1
NDLS,1,1,1,1,0,0,0,1,0
NDRA,0,0,0,0,0,0,0,1,0
NDSN,1,1,0,1,1,0,1,0,0
NE,0,0,1,0,1,0,0,1,1
NECB,1,1,0,1,0,0,1,0,0
NEE,1,1,0,1,0,1,0,1,0
NEM,1,1,1,1,0,0,0,1,0
NEN,1,1,1,1,0,0,1,1,1
NEO,1,1,0,1,0,1,0,1,0
NEOG,1,1,0,1,0,1,0,0,0
NEON,0,0,0,0,1,0,0,1,0
NEP,0,1,0,1,0,1,0,0,0
NEPH,0,0,1,0,0,1,0,1,1
NEPT,0,0,0,0,1,0,0,1,0
NERV,0,0,0,0,0,0,0,1,0
NES,0,0,1,0,1,1,0,1,0
NESR,1,1,0,1,0,0,0,0,0
NETE,0,0,0,0,0,0,0,1,1
NEU,1,1,1,1,1,0,0,1,0
NEW,0,0,1,0,0,0,0,1,0
NEWP,1,1,0,1,0,0,1,0,0
NEWR,0,0,1,0,0,1,0,1,0
NEWT,1,1,0,1,0,0,0,0,0
NEX,0,0,0,0,0,1,0,1,0
NEXA,0,0,0,0,0,0,0,0,0
NEXT,0,0,1,0,0,0,0,1,0
NFBK,1,1,0,1,0,0,1,0,0
NFE,0,0,1,0,0,1,0,0,0
NFG,1,1,0,1,0,0,0,1,0
NFH,0,1,0,1,0,0,1,1,1
NFLX,1,1,1,1,0,0,0,1,0
NG,0,0,1,0,0,0,0,1,0
NGD,0,0,1,0,1,0,0,0,1
NGG,1,1,0,1,0,1,0,0,1
NGL,1,1,1,1,1,0,0,0,1
NGM,0,0,1,0,0,1,0,1,0
NGS,0,0,0,0,0,0,0,0,1
NGVC,1,1,0,1,0,0,0,0,1
NGVT,1,1,0,1,0,0,0,1,0
NH,0,0,1,0,0,0,0,1,1
NHC,1,1,0,1,0,0,0,0,0
NHI,1,1,0,1,0,0,0,0,0
NHTC,0,0,0,0,0,1,0,0,0
NI,1,1,1,1,0,0,0,1,0
NICE,1,1,1,1,0,0,0,1,0
NICK,0,1,0,1,1,0,1,0,1
NINE,0,0,0,0,1,1,0,0,0
NIO,0,0,1,0,0,0,1,0,1
NIU,1,1,1,1,0,1,0,1,0
NJR,1,1,0,1,0,1,0,0,0
NKE,1,1,1,1,1,0,1,1,1
NKSH,1,1,1,1,0,0,1,0,0
NKTR,0,0,0,0,0,0,0,0,0
NL,1,0,1,0,0,1,0,0,1
NLOK,1,1,0,1,1,0,1,0,0
NLS,0,0,0,0,0,0,0,0,1
NLSN,0,0,1,0,0,0,0,0,1
NLTX,0,0,0,0,0,1,0,1,0
NLY,0,0,0,0,0,0,0,0,0
NM,0,0,1,0,1,0,0,1,1
NMFC,1,1,1,1,0,0,0,1,0
NMIH,1,1,1,1,1,0,0,0,1
NMM,0,1,0,1,1,0,1,0,0
NMR,0,0,0,0,0,0,1,0,0
NMRD,0,0,0,0,0,0,0,1,0
NMRK,1,1,1,1,1,0,1,0,1
NMTC,0,0,0,0,0,0,1,0,0
NNA,0,1,0,1,0,0,1,0,0
NNBR,0,1,1,1,0,1,0,1,1
NNDM,0,0,1,0,0,0,0,1,1
NNI,1,1,0,1,1,0,1,0,0
NNN,1,1,0,1,0,0,0,0,1
NNVC,0,0,0,0,0,0,1,1,0
NOA,1,1,1,1,0,0,0,0,1
NOAH,1,1,0,1,0,1,0,1,0
NOC,1,1,0,1,0,0,1,0,1
NODK,1,1,0,1,0,0,1,0,1
NOG,0,1,0,1,0,0,0,0,0
NOK,0,1,1,1,0,1,0,0,1
NOMD,1,1,0,1,0,1,0,0,0
NOV,0,0,0,0,0,0,0,0,1
NOVA,0,0,1,0,0,1,1,1,0
NOVN,0,0,0,0,1,1,0,0,0
NOVT,1,1,0,1,0,0,0,0,0
NOW,1,1,1,1,0,0,0,1,0
NP,1,1,1,1,1,1,1,1,0
NPK,1,1,1,1,0,1,0,0,0
NPO,1,1,1,1,0,0,0,1,0
NPTN,0,0,0,0,0,0,1,0,0
NR,0,1,0,1,0,1,1,0,0
NRBO,0,0,0,0,1,1,0,1,0
NRC,1,1,1,1,1,1,0,1,1
NRG,1,1,1,1,0,0,1,1,1
NRIM,1,1,0,1,1,0,1,0,1
NRP,0,1,0,1,1,1,1,0,1
NRZ,1,1,0,1,0,0,0,0,0
NS,0,1,0,1,0,0,0,1,0
NSA,0,1,0,1,0,0,0,1,0
NSC,1,1,0,1,0,1,1,0,0
NSEC,1,1,1,1,1,0,0,1,0
NSIT,1,1,0,1,0,1,1,1,0
NSP,1,1,0,1,0,0,1,0,0
NSPR,0,0,0,0,0,0,0,0,1
NSR,1,1,0,1,1,1,0,0,1
NSSC,1,1,1,1,0,0,1,1,0
NSTC,0,1,1,1,0,0,1,1,1
NSTG,0,0,1,0,0,1,0,0,0
NSYS,0,1,0,1,0,1,1,0,0
NTAP,1,1,1,1,1,0,1,1,1
NTB,1,1,0,1,0,0,1,0,0
NTCO,1,1,1,1,0,0,1,1,0
NTCT,0,0,0,0,1,1,1,0,0
NTES,1,1,1,1,0,1,0,1,0
NTGR,1,1,1,1,0,1,1,0,1
NTIC,1,0,0,0,0,1,0,0,1
NTIP,0,0,0,0,0,1,0,1,0
NTLA,0,0,0,0,0,1,0,0,1
NTNX,0,0,0,0,0,0,0,1,0
NTP,0,0,1,0,0,0,0,0,1
NTR,1,1,1,1,0,0,1,0,0
NTRA,0,0,1,0,0,1,0,1,0
NTRB,0,0,1,0,0,0,0,0,1
NTRS,1,1,0,1,1,0,1,0,1
NTST,1,1,0,1,0,0,0,1,1
NTUS,0,0,1,0,1,0,0,1,0
NTWK,1,1,1,1,1,1,0,1,1
NTZ,1,0,0,0,0,0,1,0,0
NUAN,1,1,1,1,1,0,1,0,0
NUE,1,1,0,1,0,1,1,0,0
NURO,0,0,0,0,0,0,0,0,0
NUS,1,1,1,1,0,1,0,0,0
NUVA,1,1,1,1,0,1,0,1,0
NVAX,0,0,1,0,0,1,0,0,0
NVCN,0,0,1,0,0,0,0,0,1
NVCR,0,0,1,0,0,1,0,1,1
NVDA,1,1,0,1,0,0,0,1,0
NVEC,1,1,1,1,0,0,0,1,0
NVEE,1,1,0,1,0,0,0,0,0
NVFY,1,1,1,1,0,0,0,0,0
NVGS,0,1,0,1,1,1,0,0,1
NVIV,0,0,1,0,0,0,0,1,0
NVMI,1,1,0,1,0,1,0,0,0
NVO,1,1,0,1,0,0,1,0,0
NVR,1,1,0,1,0,0,0,1,0
NVRO,0,0,0,0,0,0,0,0,0
NVS,1,1,0,1,1,0,1,1,0
NVST,1,1,1,1,0,1,0,0,0
NVT,1,1,0,1,0,0,1,0,1
NVTA,0,0,1,0,0,1,0,0,0
NWBI,1,1,0,1,0,0,0,0,0
NWE,1,1,0,1,0,1,0,0,0
NWFL,1,1,0,1,0,0,0,0,0
NWL,1,0,1,0,1,0,0,0,1
NWLI,1,1,0,1,0,0,1,0,1
NWN,1,1,0,1,0,1,0,1,1
NWPX,1,1,1,1,1,0,0,1,1
NWSA,1,1,1,1,1,0,0,0,1
NX,0,0,0,0,1,0,1,1,1
NXE,1,1,1,1,1,0,0,1,0
NXGN,1,1,1,1,1,1,0,0,0
NXPI,1,1,0,1,0,1,1,1,1
NXRT,1,1,1,1,0,0,0,1,0
NXST,1,1,0,1,0,0,0,0,0
NXTC,0,0,1,0,0,1,0,1,0
NXTD,0,1,0,1,1,0,0,1,1
NXTP,1,1,1,1,1,1,0,1,1
NYCB,1,1,0,1,0,0,1,0,0
NYMT,1,1,1,1,0,0,0,1,0
NYMX,0,0,1,0,0,0,0,0,0
NYT,1,1,1,1,1,1,0,0,1
O,1,1,1,1,0,0,0,0,0
OAS,0,1,0,1,0,0,0,0,0
OB,1,1,1,1,1,0,1,1,1
OBAS,0,1,1,1,1,0,1,0,1
OBCI,1,1,1,1,0,1,0,1,0
OBLG,0,0,0,0,1,1,0,0,1
OBNK,1,1,0,1,1,0,1,0,0
OBSV,0,0,0,0,0,0,0,1,0
OC,1,1,0,1,1,0,1,0,1
OCC,0,0,0,0,0,0,1,0,0
OCFC,1,1,1,1,0,0,0,0,0
OCFT,0,0,0,0,0,0,0,0,0
OCGN,0,0,0,0,0,0,0,1,0
OCN,0,1,0,1,1,0,0,0,0
OCSL,1,1,1,1,1,0,1,0,1
OCUL,0,0,0,0,0,0,0,0,1
OCX,0,0,1,0,0,1,0,1,0
ODC,1,1,1,1,1,1,0,0,1
ODFL,1,1,0,1,0,1,1,1,0
ODP,1,1,0,1,0,0,1,0,0
ODT,0,0,0,0,0,0,0,1,0
OEC,1,1,1,1,0,0,0,0,1
OESX,0,0,1,0,0,0,0,0,1
OFC,1,1,1,1,0,0,0,0,1
OFED,1,1,1,1,0,0,1,0,0
OFG,1,1,0,1,1,0,0,0,0
OFIX,0,0,0,0,0,1,0,0,0
OFLX,1,1,0,1,0,0,0,1,1
OFS,1,1,0,1,0,0,0,1,0
OGE,1,1,0,1,0,1,0,0,0
OGEN,0,0,1,0,0,0,0,1,0
OGI,0,1,1,1,1,0,0,0,0
OGS,1,1,1,1,0,0,0,1,0
OHI,1,1,1,1,0,0,0,0,0
OI,0,0,0,0,0,1,0,0,0
OII,0,0,0,0,0,0,0,0,1
OIIM,0,0,0,0,0,0,0,1,0
OIS,0,0,0,0,1,0,1,0,0
OKE,1,1,0,1,0,1,0,1,0
OKTA,0,0,1,0,0,1,0,1,0
OLED,1,1,1,1,0,1,0,1,1
OLLI,1,1,0,1,0,1,0,0,0
OLN,0,1,0,1,0,1,1,0,0
OLP,1,1,0,1,1,0,0,0,1
OM,1,1,1,1,0,0,0,0,1
OMAB,1,1,1,1,0,1,1,1,0
OMC,1,1,0,1,0,1,1,0,0
OMCL,1,1,1,1,1,1,0,1,0
OMER,0,0,1,0,0,0,0,1,1
OMEX,0,0,0,0,0,0,0,0,0
OMF,1,1,1,1,0,0,0,1,1
OMI,0,1,1,1,1,0,0,0,0
OMP,1,1,1,1,0,1,0,0,1
ON,1,1,0,1,0,0,0,0,0
ONB,1,1,1,1,0,0,1,0,0
ONCS,0,0,1,0,0,1,0,1,0
ONCT,0,0,0,0,0,0,0,1,1
ONCY,0,0,0,0,0,0,0,1,0
ONDS,0,0,1,0,1,1,0,0,0
ONE,1,1,0,1,0,0,1,0,0
ONEM,0,0,1,1,0,1,0,0,0
ONTO,1,0,0,0,0,1,0,0,0
ONTX,0,0,0,0,0,1,0,0,1
ONVO,0,0,0,0,0,1,0,1,0
OOMA,0,0,0,0,0,0,0,0,1
OPBK,1,1,1,1,0,0,1,0,0
OPCH,0,0,1,0,0,1,0,0,1
OPEN,1,1,1,1,0,0,0,1,0
OPGN,0,0,0,0,0,1,0,1,1
OPHC,0,0,0,0,1,0,1,0,0
OPI,1,1,1,1,1,0,0,1,1
OPK,0,0,0,0,0,1,0,0,0
OPNT,1,1,1,1,0,1,0,0,1
OPOF,1,1,1,1,1,0,0,0,1
OPRA,1,1,0,1,0,0,1,0,0
OPRX,0,0,0,0,0,1,0,1,0
OPT,0,1,1,1,1,0,0,1,0
OPTN,0,0,0,0,0,0,0,1,1
OPTT,0,0,0,0,1,1,0,0,1
OPY,1,1,1,1,1,0,0,1,1
OR,0,0,0,0,1,0,0,1,0
ORA,1,1,0,1,0,0,0,0,0
ORAN,1,1,1,1,0,1,1,0,0
ORC,1,1,1,1,0,0,0,0,1
ORCC,1,1,1,1,0,0,0,1,0
ORCL,1,1,1,1,1,0,1,1,1
ORGO,0,0,1,0,0,1,0,1,1
ORGS,0,0,1,0,0,0,0,1,1
ORI,1,1,1,1,1,0,0,1,1
ORLY,1,1,0,1,0,0,1,1,0
ORMP,0,0,0,0,0,0,0,0,1
ORN,0,1,1,1,0,0,0,1,1
ORPH,0,0,0,0,1,0,0,1,1
ORRF,1,1,0,1,0,0,0,0,1
ORTX,0,0,1,0,0,0,0,0,0
OSBC,1,1,1,1,1,0,0,0,1
OSG,1,1,0,1,0,0,0,1,0
OSH,0,0,0,0,1,0,0,0,1
OSI,1,1,0,1,0,1,0,0,0
OSIS,1,1,1,1,1,1,0,1,1
OSK,1,1,1,1,0,1,1,1,1
OSMT,0,0,0,0,0,1,0,1,1
OSPN,1,1,1,1,0,1,0,0,1
OSS,0,0,1,0,0,1,0,1,1
OSTK,0,0,1,0,0,0,0,1,0
OSUR,1,1,0,1,0,0,0,0,0
OSW,1,1,0,1,0,0,1,0,0
OTEX,1,1,1,1,1,1,0,1,1
OTIC,0,0,1,0,0,0,0,0,0
OTIS,0,1,1,1,0,0,1,0,0
OTLK,0,0,0,0,1,1,0,0,1
OTTR,1,1,0,1,0,0,0,1,0
OUT,1,1,0,1,0,0,0,0,0
OVBC,1,1,0,1,1,0,0,0,0
OVID,0,0,0,0,0,1,0,1,0
OVLY,1,1,0,1,0,0,0,0,1
OVV,1,1,0,1,0,0,1,0,0
OXBR,0,0,1,0,0,0,1,1,0
OXM,1,1,0,1,0,0,1,0,0
OXSQ,0,1,0,1,1,0,0,1,1
OXY,0,1,0,1,0,0,0,0,0
OZK,1,1,0,1,0,0,0,0,0
PAA,1,1,0,1,0,0,0,0,0
PAAS,1,1,1,1,0,0,0,1,1
PAC,1,1,1,1,0,0,1,0,1
PACB,0,0,1,0,0,0,0,1,1
PACK,1,0,1,0,1,0,1,1,0
PACW,1,1,0,1,0,0,1,0,0
PAE,1,0,1,0,0,0,0,1,0
PAG,1,1,0,1,0,0,1,0,0
PAGP,1,1,0,1,0,0,0,0,0
PAGS,1,1,0,1,0,0,0,1,0
PAHC,1,1,0,1,0,1,0,0,0
PAM,1,1,1,1,0,0,1,0,1
PANL,1,1,0,1,0,0,0,0,1
PANW,0,0,1,0,1,0,0,1,0
PAR,0,0,1,0,0,1,0,1,0
PARR,1,1,0,1,0,0,0,0,0
PATH,0,0,0,0,1,1,0,1,0
PATI,1,1,0,1,1,1,0,0,0
PATK,1,1,0,1,0,1,0,0,0
PAVM,0,0,0,0,0,0,0,1,0
PAY,0,0,0,0,1,0,0,0,1
PAYC,1,1,0,1,1,1,0,1,0
PAYS,1,1,1,1,0,1,0,1,0
PAYX,1,1,0,1,0,1,0,0,0
PB,1,1,0,1,0,0,0,0,1
PBA,1,1,1,1,0,0,0,1,0
PBCT,1,1,0,1,0,0,0,0,0
PBF,1,1,1,1,0,1,1,1,0
PBFX,1,1,1,1,0,1,0,0,1
PBH,0,1,0,1,1,0,1,1,0
PBHC,1,1,0,1,1,0,0,0,0
PBI,1,1,0,1,1,1,1,0,0
PBIP,1,1,1,1,0,0,1,0,0
PBPB,0,0,0,0,0,0,1,0,0
PBR,1,1,0,1,0,0,1,0,0
PBYI,0,0,1,0,1,0,0,1,0
PCAR,1,1,0,1,0,1,1,1,0
PCB,1,1,0,1,1,0,1,0,0
PCG,0,0,1,0,0,1,0,0,0
PCH,1,1,0,1,0,0,1,0,0
PCOM,1,1,1,1,0,0,1,1,0
PCOR,0,0,1,0,1,1,1,0,1
PCRX,0,1,0,1,0,0,0,1,1
PCSA,0,0,0,0,0,0,0,1,0
PCSB,1,1,0,1,0,0,1,0,0
PCTI,1,1,1,1,0,1,0,1,1
PCTY,1,1,1,1,0,1,0,1,1
PCYG,1,1,1,1,0,1,0,1,0
PCYO,1,1,1,1,0,0,0,0,1
PD,0,0,1,0,0,1,0,0,0
PDCE,0,1,0,1,1,1,0,0,0
PDCO,1,1,0,1,1,0,0,0,1
PDD,0,0,0,0,0,0,0,0,0
PDEX,1,1,1,1,0,0,1,1,0
PDFS,0,0,1,0,0,0,0,1,0
PDLB,0,0,0,0,0,0,1,0,0
PDM,1,1,1,1,1,0,0,1,1
PDS,1,1,1,1,1,1,1,1,1
PDSB,0,0,1,0,0,0,0,1,0
PEAK,1,1,0,1,0,0,0,0,1
PEB,1,1,1,1,1,0,0,1,1
PEBK,1,1,0,1,1,0,1,0,1
PEBO,1,1,1,1,1,0,0,0,1
PED,0,0,0,0,1,1,0,1,1
PEG,1,1,1,1,0,0,0,1,0
PEGA,0,0,0,0,0,0,0,0,1
PEI,0,1,1,1,0,0,0,0,0
PEN,1,1,1,1,0,0,0,1,1
PENN,1,1,0,1,0,0,0,1,0
PEP,1,1,0,1,1,0,1,1,1
PERI,1,1,1,1,0,1,0,0,1
PESI,1,1,1,1,0,1,0,1,1
PETQ,0,0,0,0,0,0,0,0,0
PETS,1,1,0,1,0,1,1,0,0
PETV,0,0,0,0,1,0,0,1,0
PETZ,0,0,0,0,0,0,0,0,0
PFC,1,1,1,1,0,0,1,0,0
PFE,1,1,1,1,0,0,1,1,0
PFG,1,1,0,1,0,0,1,0,1
PFGC,1,1,0,1,0,1,0,0,1
PFHD,1,1,1,1,0,0,0,0,0
PFIE,1,1,0,1,0,0,0,0,0
PFIN,1,1,1,1,0,0,1,0,0
PFIS,1,1,0,1,0,0,1,0,0
PFLT,1,1,0,1,0,0,1,0,1
PFMT,0,0,0,0,0,0,0,0,0
PFS,1,1,0,1,1,0,1,0,0
PFSI,1,1,1,1,0,0,0,1,1
PFSW,0,1,0,1,0,0,0,0,0
PG,1,1,0,1,1,0,0,0,1
PGC,1,1,0,1,0,0,1,0,0
PGEN,0,0,1,0,0,0,0,0,0
PGR,1,1,1,1,0,0,0,1,1
PGRE,0,1,0,1,0,0,1,1,1
PGTI,1,1,0,1,0,1,0,1,0
PH,1,1,1,1,0,1,1,1,0
PHAR,0,0,0,0,1,0,0,1,1
